2015-05-06 10:04:08.887 - error: middlewareError date=Wed May 06 2015 10:04:08 GMT+0800 (中国标准时间), pid=8428, uid=null, gid=null, cwd=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo, execPath=E:\node\node.exe, version=v0.10.36, argv=[node, D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\bin\www.4000], rss=50896896, heapTotal=52044288, heapUsed=24411832, loadavg=[0, 0, 0], uptime=2021.2684207, trace=[column=17, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\application.js, function=EventEmitter.app.render, line=519, method=app.render, native=false, column=7, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\response.js, function=ServerResponse.res.render, line=933, method=res.render, native=false, column=6, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\app.js, function=app.use.expressWinston.errorLogger.winstonInstance, line=79, method=use.expressWinston.errorLogger.winstonInstance, native=false, column=5, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\layer.js, function=Layer.handle [as handle_request], line=82, method=handle [as handle_request], native=false, column=13, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=trim_prefix, line=302, method=null, native=false, column=7, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=null, line=270, method=null, native=false, column=12, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=Function.proto.process_params, line=321, method=proto.process_params, native=false, column=10, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=next, line=261, method=null, native=false, column=15, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=null, line=603, method=null, native=false, column=14, file=D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js, function=next, line=246, method=null, native=false], stack=[Error: Failed to lookup view "notfound" in views directory "D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\views",     at EventEmitter.app.render (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\application.js:519:17),     at ServerResponse.res.render (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\response.js:933:7),     at app.use.expressWinston.errorLogger.winstonInstance (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\app.js:79:6),     at Layer.handle [as handle_request] (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\layer.js:82:5),     at trim_prefix (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:302:13),     at D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:270:7,     at Function.proto.process_params (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:321:12),     at next (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:261:10),     at D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:603:15,     at next (D:\niuwap2p\niuwa-p2pweb\niuwap2p_promo\node_modules\express\lib\router\index.js:246:14)], url=/, host=localhost:4000, connection=keep-alive, accept=text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8, user-agent=Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36, accept-encoding=gzip, deflate, sdch, accept-language=zh-CN,zh;q=0.8,en;q=0.6,ko;q=0.4, cookie=CNZZDATA5578006=cnzz_eid%3D1474633657-1429248517-%26ntime%3D1429248517; nw_udname=tttttt, method=GET, httpVersion=1.1, originalUrl=/, 
2015-05-06 10:04:08.901 - debug: HTTP GET / 500  28ms
2015-05-06 10:53:32.501 - debug: HTTP GET /js/libs/jquery.fullPage.min.js 304  12ms
2015-05-06 10:53:32.506 - debug: HTTP GET /images/h7n9.jpg 304  3ms
2015-05-06 10:53:32.507 - debug: HTTP GET /images/shenshi.png 304  4ms
2015-05-06 10:53:32.526 - debug: HTTP GET /images/zhuangbei.jpg 304  3ms
2015-05-06 10:53:32.527 - debug: HTTP GET /images/bit.jpg 304  22ms
2015-05-06 10:53:32.528 - debug: HTTP GET /images/guomu.jpg 304  23ms
2015-05-06 10:53:32.528 - debug: HTTP GET /images/zhuli.jpg 304  23ms
2015-05-06 10:53:32.533 - debug: HTTP GET /images/xiaohuangren.png 304  3ms
2015-05-06 10:53:32.534 - debug: HTTP GET /images/wumai.jpg 304  4ms
2015-05-06 10:53:32.536 - debug: HTTP GET /images/dama.jpg 304  4ms
2015-05-06 10:53:32.537 - debug: HTTP GET /images/18da.jpg 304  4ms
2015-05-06 10:53:32.542 - debug: HTTP GET /images/sinuodeng.jpg 304  9ms
2015-05-06 10:53:32.546 - debug: HTTP GET /images/hengda.jpg 304  2ms
2015-05-06 10:53:32.556 - debug: HTTP GET /images/chenqie.jpg 304  2ms
2015-05-06 10:53:32.557 - debug: HTTP GET /images/jingdai.png 304  13ms
2015-05-06 10:53:32.558 - debug: HTTP GET /images/cezhi.jpg 304  13ms
2015-05-06 10:53:32.559 - debug: HTTP GET /images/changfa.jpg 304  13ms
2015-05-06 10:53:32.560 - debug: HTTP GET /images/zhongguoshisheng.png 304  14ms
2015-05-06 10:53:32.562 - debug: HTTP GET /images/beijingxinwen.png 304  1ms
2015-05-06 10:53:32.565 - debug: HTTP GET /images/jinanjiaotong.png 304  1ms
2015-05-06 10:53:32.566 - debug: HTTP GET /images/jiangxijiaotong.png 304  5ms
2015-05-06 10:53:32.570 - debug: HTTP GET /images/zhejiangjiaotong.png 304  1ms
2015-05-06 10:53:32.571 - debug: HTTP GET /images/hubeijiaotong.png 304  4ms
2015-05-06 10:53:32.576 - debug: HTTP GET /images/xichuanwenyi.png 304  5ms
2015-05-06 10:53:32.578 - debug: HTTP GET /images/hunanjiaotong.png 304  5ms
2015-05-06 10:53:32.579 - debug: HTTP GET /images/heibeixinwen.png 304  2ms
2015-05-06 10:53:32.580 - debug: HTTP GET /images/weibo.png 304  2ms
2015-05-06 10:53:32.605 - debug: HTTP GET /images/bg-kj_4d6c383.png 304  0ms
2015-05-06 10:53:32.606 - debug: HTTP GET /images/num-keji_3f60772.png 304  0ms
2015-05-06 10:53:32.610 - debug: HTTP GET /images/renwu-bg_c26f167.png 304  1ms
2015-05-06 10:53:32.611 - debug: HTTP GET /images/num-renwu_3294764.png 304  0ms
2015-05-06 10:53:32.613 - debug: HTTP GET /images/bj-so_ff09f3c.png 304  1ms
2015-05-06 10:53:32.614 - debug: HTTP GET /images/num-shehui_e0faa81.png 304  1ms
2015-05-06 10:53:32.616 - debug: HTTP GET /images/bj-net_3cad4e6.png 304  1ms
2015-05-06 10:53:32.616 - debug: HTTP GET /images/num-net_d930c09.png 304  2ms
2015-05-06 10:54:38.251 - debug: HTTP GET /css/jquery.fullPage.css 304  1ms
2015-05-06 10:54:38.252 - debug: HTTP GET /css/earlybird.css 304  1ms
2015-05-06 10:54:45.764 - debug: HTTP GET /earlybird 304  6ms
2015-05-06 10:54:45.922 - debug: HTTP GET /css/jquery.fullPage.css 304  0ms
2015-05-06 10:54:45.923 - debug: HTTP GET /css/earlybird.css 304  1ms
2015-05-06 10:54:45.929 - debug: HTTP GET /js/libs/jquery-1.8.3.min.js 304  4ms
2015-05-06 10:54:45.932 - debug: HTTP GET /js/libs/jquery-ui-1.10.3.min.js 304  5ms
2015-05-06 10:54:45.933 - debug: HTTP GET /js/libs/jquery.fullPage.min.js 304  3ms
2015-05-06 10:54:45.935 - debug: HTTP GET /imgs/pageone.png 304  4ms
2015-05-06 10:54:45.951 - debug: HTTP GET /images/h7n9.jpg 304  2ms
2015-05-06 10:54:45.952 - debug: HTTP GET /images/shenshi.png 304  13ms
2015-05-06 10:54:45.961 - debug: HTTP GET /images/zhuangbei.jpg 304  4ms
2015-05-06 10:54:45.963 - debug: HTTP GET /images/bit.jpg 304  6ms
2015-05-06 10:54:45.964 - debug: HTTP GET /images/guomu.jpg 304  7ms
2015-05-06 10:54:45.964 - debug: HTTP GET /images/zhuli.jpg 304  8ms
2015-05-06 10:54:45.965 - debug: HTTP GET /images/xiaohuangren.png 304  8ms
2015-05-06 10:54:45.966 - debug: HTTP GET /images/sinuodeng.jpg 304  4ms
2015-05-06 10:54:45.967 - debug: HTTP GET /images/wumai.jpg 304  1ms
2015-05-06 10:54:45.969 - debug: HTTP GET /images/dama.jpg 304  2ms
2015-05-06 10:54:45.971 - debug: HTTP GET /images/18da.jpg 304  1ms
2015-05-06 10:54:45.974 - debug: HTTP GET /images/hengda.jpg 304  1ms
2015-05-06 10:54:45.977 - debug: HTTP GET /images/chenqie.jpg 304  1ms
2015-05-06 10:54:45.980 - debug: HTTP GET /images/jingdai.png 304  1ms
2015-05-06 10:54:45.983 - debug: HTTP GET /images/cezhi.jpg 304  1ms
2015-05-06 10:54:45.984 - debug: HTTP GET /images/changfa.jpg 304  1ms
2015-05-06 10:54:45.985 - debug: HTTP GET /images/zhongguoshisheng.png 304  0ms
2015-05-06 10:54:45.987 - debug: HTTP GET /images/beijingxinwen.png 304  0ms
2015-05-06 10:54:45.991 - debug: HTTP GET /images/jiangxijiaotong.png 304  1ms
2015-05-06 10:54:45.994 - debug: HTTP GET /images/jinanjiaotong.png 304  1ms
2015-05-06 10:54:45.996 - debug: HTTP GET /images/zhejiangjiaotong.png 304  0ms
2015-05-06 10:54:46.001 - debug: HTTP GET /images/hubeijiaotong.png 304  1ms
2015-05-06 10:54:46.004 - debug: HTTP GET /images/xichuanwenyi.png 304  1ms
2015-05-06 10:54:46.005 - debug: HTTP GET /images/hunanjiaotong.png 304  2ms
2015-05-06 10:54:46.006 - debug: HTTP GET /images/heibeixinwen.png 304  0ms
2015-05-06 10:54:46.007 - debug: HTTP GET /images/weibo.png 304  1ms
2015-05-06 10:54:50.055 - debug: HTTP GET /earlybird 304  5ms
2015-05-06 10:54:50.214 - debug: HTTP GET /css/jquery.fullPage.css 304  2ms
2015-05-06 10:54:50.215 - debug: HTTP GET /css/earlybird.css 304  3ms
2015-05-06 10:54:50.216 - debug: HTTP GET /js/libs/jquery-1.8.3.min.js 304  3ms
2015-05-06 10:54:50.233 - debug: HTTP GET /js/libs/jquery-ui-1.10.3.min.js 304  2ms
2015-05-06 10:54:50.235 - debug: HTTP GET /js/libs/jquery.fullPage.min.js 304  17ms
2015-05-06 10:54:50.238 - debug: HTTP GET /imgs/pageone.png 304  19ms
2015-05-06 10:54:50.240 - debug: HTTP GET /images/h7n9.jpg 304  1ms
2015-05-06 10:54:50.246 - debug: HTTP GET /images/shenshi.png 304  4ms
2015-05-06 10:54:50.248 - debug: HTTP GET /images/zhuangbei.jpg 304  2ms
2015-05-06 10:54:50.255 - debug: HTTP GET /images/bit.jpg 304  3ms
2015-05-06 10:54:50.257 - debug: HTTP GET /images/guomu.jpg 304  8ms
2015-05-06 10:54:50.262 - debug: HTTP GET /images/zhuli.jpg 304  10ms
2015-05-06 10:54:50.264 - debug: HTTP GET /images/xiaohuangren.png 304  14ms
2015-05-06 10:54:50.277 - debug: HTTP GET /images/sinuodeng.jpg 304  3ms
2015-05-06 10:54:50.282 - debug: HTTP GET /images/wumai.jpg 304  13ms
2015-05-06 10:54:50.283 - debug: HTTP GET /images/dama.jpg 304  18ms
2015-05-06 10:54:50.285 - debug: HTTP GET /images/18da.jpg 304  20ms
2015-05-06 10:54:50.287 - debug: HTTP GET /images/hengda.jpg 304  21ms
2015-05-06 10:54:50.289 - debug: HTTP GET /images/chenqie.jpg 304  2ms
2015-05-06 10:54:50.290 - debug: HTTP GET /images/jingdai.png 304  1ms
2015-05-06 10:54:50.291 - debug: HTTP GET /images/cezhi.jpg 304  2ms
2015-05-06 10:54:50.292 - debug: HTTP GET /images/changfa.jpg 304  3ms
2015-05-06 10:54:50.294 - debug: HTTP GET /images/beijingxinwen.png 304  1ms
2015-05-06 10:54:50.297 - debug: HTTP GET /images/zhongguoshisheng.png 304  3ms
2015-05-06 10:54:50.302 - debug: HTTP GET /images/jiangxijiaotong.png 304  4ms
2015-05-06 10:54:50.305 - debug: HTTP GET /images/jinanjiaotong.png 304  1ms
2015-05-06 10:54:50.305 - debug: HTTP GET /images/zhejiangjiaotong.png 304  2ms
2015-05-06 10:54:50.307 - debug: HTTP GET /images/hubeijiaotong.png 304  3ms
2015-05-06 10:54:50.308 - debug: HTTP GET /images/xichuanwenyi.png 304  3ms
2015-05-06 10:54:50.309 - debug: HTTP GET /images/hunanjiaotong.png 304  3ms
2015-05-06 10:54:50.311 - debug: HTTP GET /images/heibeixinwen.png 304  1ms
2015-05-06 10:54:50.316 - debug: HTTP GET /images/weibo.png 304  1ms
2015-05-06 10:55:26.281 - debug: HTTP GET /earlybird 304  12ms
2015-05-06 10:55:26.422 - debug: HTTP GET /css/jquery.fullPage.css 304  1ms
2015-05-06 10:55:26.438 - debug: HTTP GET /css/earlybird.css 304  3ms
2015-05-06 10:55:26.440 - debug: HTTP GET /js/libs/jquery-1.8.3.min.js 304  15ms
2015-05-06 10:55:26.442 - debug: HTTP GET /js/libs/jquery-ui-1.10.3.min.js 304  17ms
2015-05-06 10:55:26.449 - debug: HTTP GET /js/libs/jquery.fullPage.min.js 304  18ms
2015-05-06 10:55:26.451 - debug: HTTP GET /imgs/pageone.png 304  26ms
2015-05-06 10:55:26.455 - debug: HTTP GET /images/h7n9.jpg 304  3ms
2015-05-06 10:55:26.456 - debug: HTTP GET /images/shenshi.png 304  1ms
2015-05-06 10:55:26.457 - debug: HTTP GET /images/zhuangbei.jpg 304  1ms
2015-05-06 10:55:26.458 - debug: HTTP GET /images/bit.jpg 304  0ms
2015-05-06 10:55:26.460 - debug: HTTP GET /images/guomu.jpg 304  0ms
2015-05-06 10:55:26.473 - debug: HTTP GET /images/zhuli.jpg 304  1ms
2015-05-06 10:55:26.475 - debug: HTTP GET /images/xiaohuangren.png 304  1ms
2015-05-06 10:55:26.481 - debug: HTTP GET /images/sinuodeng.jpg 304  2ms
2015-05-06 10:55:26.490 - debug: HTTP GET /images/wumai.jpg 304  8ms
2015-05-06 10:55:26.492 - debug: HTTP GET /images/dama.jpg 304  16ms
2015-05-06 10:55:26.493 - debug: HTTP GET /images/18da.jpg 304  18ms
2015-05-06 10:55:26.493 - debug: HTTP GET /images/hengda.jpg 304  19ms
2015-05-06 10:55:26.497 - debug: HTTP GET /images/chenqie.jpg 304  0ms
2015-05-06 10:55:26.499 - debug: HTTP GET /images/jingdai.png 304  3ms
2015-05-06 10:55:26.500 - debug: HTTP GET /images/cezhi.jpg 304  5ms
2015-05-06 10:55:26.502 - debug: HTTP GET /images/changfa.jpg 304  7ms
2015-05-06 10:55:26.505 - debug: HTTP GET /images/zhongguoshisheng.png 304  5ms
2015-05-06 10:55:26.509 - debug: HTTP GET /images/beijingxinwen.png 304  1ms
2015-05-06 10:55:26.510 - debug: HTTP GET /images/jiangxijiaotong.png 304  2ms
2015-05-06 10:55:26.513 - debug: HTTP GET /images/jinanjiaotong.png 304  5ms
2015-05-06 10:55:26.514 - debug: HTTP GET /images/zhejiangjiaotong.png 304  6ms
2015-05-06 10:55:26.515 - debug: HTTP GET /images/xichuanwenyi.png 304  4ms
2015-05-06 10:55:26.516 - debug: HTTP GET /images/hunanjiaotong.png 304  3ms
2015-05-06 10:55:26.517 - debug: HTTP GET /images/hubeijiaotong.png 304  8ms
2015-05-06 10:55:26.522 - debug: HTTP GET /images/weibo.png 304  0ms
2015-05-06 10:55:26.523 - debug: HTTP GET /images/heibeixinwen.png 304  5ms
2015-05-06 10:55:37.279 - debug: HTTP GET /earlybird 304  6ms
2015-05-06 10:55:37.427 - debug: HTTP GET /css/jquery.fullPage.css 304  1ms
